,X,HTP,CH_Haguenau,CH_Colmar,CH_Mulhouse,CH_Belfort,CH_Epinal,Bar_le_Duc,CH_Forbach,CH_Metz__Mercy_,CHU_Nancy__Central_,choix1,choix2,choix3
393,ENSISHEIM,"61,2","80,8","22,6","19,9","37,9","95,9","183,3","123,8","144,6","128,5","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
377,ENTZHEIM,13,"32,9","41,8","65,1","83,1","111,1",163,"80,5","101,2","108,1",HTP,HTP,"CH,Haguenau"
743,EPFIG,"27,5","47,1","30,4","53,8","71,8","99,8","164,7","90,1","110,9",110,HTP,HTP,"CH,Colmar"
424,ERCKARTSWILLER,"43,1","38,5",88,"111,4","129,4",121,"147,4",57,"77,8","92,6","CH,Haguenau",HTP,HTP
62,ERGERSHEIM,"17,9","38,7","44,3","67,4","85,5","113,4","154,4","72,1","92,8","99,7",HTP,HTP,"CH,Haguenau"
510,ERNOLSHEIM-BRUCHE,"15,8","36,5","45,6","68,9",87,"114,9","159,7","77,2",98,"104,8",HTP,HTP,"CH,Haguenau"
263,ERNOLSHEIM-LES-SAVERNE,"36,6",32,"74,1","97,5","115,5","110,5","136,9","54,5","75,3","82,2","CH,Haguenau",HTP,HTP
546,ERSTEIN,"20,4","39,9","38,9","62,2","80,2","108,2",170,"87,6","108,3","115,2",HTP,HTP,"CH,Colmar"
229,ESCHAU,"13,3","32,9",46,"69,3","87,4","115,3","162,9","80,5","101,2","108,1",HTP,HTP,"CH,Haguenau"
697,ESCHBACH,"32,9","15,1",79,"102,3","120,3","131,3","157,7","75,3","96,1",103,"CH,Haguenau",HTP,HTP
739,ESCHBACH-AU-VAL,"64,9","84,4","18,4","49,2","61,2","73,1","167,5","127,5","148,3","111,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
383,ESCHBOURG,"48,3","43,7","84,1","107,5","125,5","108,6","135,1","53,6","74,4","80,3","CH,Haguenau",HTP,HTP
552,ESCHENTZWILLER,"72,2","91,8","33,7","8,5","36,6","99,2","194,1","134,8","155,6",138,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
641,ESCHWILLER,"56,3","51,7","96,4","119,7","137,8",107,"133,4","40,7","61,4","78,7","CH,Forbach","CH,Forbach","CH,Haguenau"
38,ETEIMBES,"85,8","105,4","40,9","25,9","20,3",91,"185,9","148,5","167,2","129,8","CH,Belfort","CH,Belfort","CH,Mulhouse"
372,ETTENDORF,"25,2","20,5","71,3","94,6","112,7","116,3","142,8","60,3",81,"87,9","CH,Haguenau",HTP,HTP
528,EYWILLER,52,"47,4","92,1","115,5","133,5","108,5","134,9","36,4","57,1","80,1","CH,Forbach","CH,Forbach","CH,Haguenau"
111,FALKWILLER,"83,5","103,1","39,3","23,6","20,9","91,1","186,1","146,2","167,1","129,9","CH,Belfort","CH,Belfort","CH,Mulhouse"
256,FEGERSHEIM,"12,1","31,6",43,"66,3","84,3","112,3","161,6","79,3",100,"106,9",HTP,HTP,"CH,Haguenau"
880,FELDBACH,"97,8","117,4","59,3","30,5","43,6","108,8","203,8","160,4","181,2","147,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
521,FELDKIRCH,"68,5","88,1","23,2","17,6","32,8","89,4","184,4","131,1","151,9","128,2","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
292,FELLERING,"92,6","112,1","47,3","34,5","41,8","61,1","156,1","155,2","137,3",100,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
315,FERRETTE,"97,5",117,"58,9","36,7",50,"115,1","210,1","160,1","180,8",154,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
705,FESSENHEIM,"66,9","86,4","28,5","31,1","50,1","112,9","188,9","129,5","150,2","134,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
381,FESSENHEIM-LE-BAS,"16,4","34,2","55,7","79,1","97,1","123,4","149,8","67,4","88,1",95,HTP,HTP,"CH,Haguenau"
643,FISLIS,"95,3","114,8","56,7",40,"55,3","121,6","216,5","157,9","178,6","160,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
42,FLAXLANDEN,"77,5","97,1","39,2","9,1","31,4","93,7","188,6","140,2","160,9","132,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
146,FLEXBOURG,"26,8","47,4",51,"74,4","92,4","110,9","153,9","71,5","92,4",99,HTP,HTP,"CH,Haguenau"
873,FOLGENSBOURG,"84,3","103,8","45,7","29,6","50,4","113,2","206,3","146,9","167,6","151,5","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
25,FORSTFELD,"33,6","28,7","79,9","96,5","114,5","141,3","167,7","85,3",106,"112,9","CH,Haguenau",HTP,HTP
131,FORSTHEIM,"34,7","18,3","80,7","104,1","122,1",133,"159,5","77,1",98,"104,6","CH,Haguenau",HTP,HTP
15,FORT-LOUIS,"33,3","29,5","79,6","100,8","118,8","140,9","167,3","84,9","105,7","112,6","CH,Haguenau",HTP,HTP
807,FORTSCHWIHR,53,"72,6",14,"35,5","53,5","99,9",175,"115,6","136,4","120,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
682,FOUCHY,"42,8","62,4","36,2","59,5","77,6","83,2","148,1","105,4","126,2","93,4","CH,Colmar","CH,Colmar",HTP
179,FOUDAY,"47,9","67,5",52,"75,4","93,4","79,3","136,5","102,1","117,9","81,6",HTP,HTP,"CH,Colmar"
698,FRANKEN,"88,1","107,6","49,5","24,1","43,4",109,"203,9","150,7","171,4","147,9","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
630,FRELAND,"62,2","81,8","19,8","50,3",64,"78,5","157,6","124,8","138,8","102,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
526,FRIEDOLSHEIM,"27,7","30,3","65,3","88,7","106,7","114,6","141,1","58,6","79,4","86,2",HTP,HTP,"CH,Haguenau"
380,FRIESEN,"101,4","120,9","59,5","34,6","35,8","103,7","198,7",164,"179,9","142,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
260,FRIESENHEIM,"34,2","53,8","44,8",67,"85,1","114,1",179,"101,4","122,1","124,3",HTP,HTP,"CH,Colmar"
465,FROENINGEN,"76,8","96,3","38,2","12,3","29,8","92,1","187,1","139,4","160,2",131,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
613,FROESCHWILLER,"40,1","22,1","86,2","109,5","127,5","138,5",165,"77,1","103,3","110,2","CH,Haguenau",HTP,HTP
500,FROHMUHL,"56,6","51,1","100,9","124,3","142,3","120,5",147,50,"70,7","92,1","CH,Forbach","CH,Forbach","CH,Haguenau"
88,FULLEREN,"96,7","116,2","56,1","30,3","33,5","106,8","201,7","159,3",180,"145,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
665,FURCHHAUSEN,"31,1","30,8","64,1","87,4","105,5","109,4","135,8","53,4","74,1",81,"CH,Haguenau",HTP,HTP
761,FURDENHEIM,"12,3","33,1","50,2","73,6","91,6","119,5","149,9","67,5","88,3","95,2",HTP,HTP,"CH,Haguenau"
884,GALFINGUE,"79,9","99,5",41,"17,6","26,6","92,8","187,8","142,5","163,3","131,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
773,GAMBSHEIM,"19,5","23,5","65,5","86,7","104,7","127,1","153,5","71,1","91,9","98,8",HTP,HTP,"CH,Haguenau"
642,GEISHOUSE,93,"112,5","47,7","34,9","42,2",72,"166,9","155,6","148,2","110,9","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
606,GEISPITZEN,"76,8","96,4","38,3","16,4","42,5","105,4","198,9","139,5","160,2","144,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
51,GEISPOLSHEIM,13,"32,6","44,6","67,7","85,7","113,7","162,6","80,2","100,9","107,8",HTP,HTP,"CH,Haguenau"
662,GEISWASSER,"66,5","86,1","28,2","39,3","57,4","113,3","188,5","129,1","149,9","133,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
143,GEISWILLER,"29,5","24,9","75,6","98,9","116,9",117,"143,5","61,1",82,"88,6","CH,Haguenau",HTP,HTP
198,GERSTHEIM,25,"44,5","45,3","68,6","86,7","114,6","174,6","92,2","112,9","119,8",HTP,HTP,"CH,Haguenau"
862,GERTWILLER,24,"43,6","31,7",55,73,101,166,"86,6","107,4","111,2",HTP,HTP,"CH,Colmar"
349,GEUDERTHEIM,"21,3","16,6","67,3","90,7","108,7","123,5",150,"67,5","88,2","95,1","CH,Haguenau",HTP,HTP
560,GILDWILLER,"81,3","100,9","38,9","21,4","20,5","90,7","185,7",144,"164,7","129,6","CH,Belfort","CH,Belfort","CH,Mulhouse"
99,GOERLINGEN,"52,4","47,8","92,6","115,9","133,9","95,3","121,8","50,3","71,2","66,8","CH,Haguenau","CH,Forbach","CH,Forbach"
298,GOERSDORF,"42,2","24,2","88,3","111,6","129,6","140,6","167,1","82,9","105,4","112,2","CH,Haguenau",HTP,HTP
187,GOLDBACH-ALTENBACH,"90,9","110,5","45,6","32,8","40,1","75,4","170,3","153,5","151,6","114,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
731,GOMMERSDORF,87,"106,6","45,2","27,1","25,6","97,1",192,"149,6","170,4",136,"CH,Belfort","CH,Belfort","CH,Mulhouse"
588,GOTTENHOUSE,"31,5","30,5","64,3","87,6","105,6","109,1","135,6","53,1","73,9","80,8","CH,Haguenau",HTP,HTP
822,GOTTESHEIM,"31,9","27,3",75,"98,3","116,3","114,5",141,"58,5","79,3","86,1","CH,Haguenau",HTP,HTP
120,GOUGENHEIM,"17,9","23,8","65,9","89,3","107,3",120,"146,5",64,85,"91,6",HTP,HTP,"CH,Haguenau"
753,GOXWILLER,21,"40,6","32,1","55,4","73,5","101,4",166,"83,6","104,4","111,3",HTP,HTP,"CH,Colmar"
502,GRANDFONTAINE,"48,1","67,7","66,8","90,1","108,2","83,4","138,2",96,"116,3","83,3",HTP,HTP,"CH,Colmar"
376,GRASSENDORF,"28,3","19,2","74,3","97,7","115,7","121,2","147,7","65,2","85,9","92,8","CH,Haguenau",HTP,HTP
658,GRENDELBRUCH,"40,1","59,6","53,1","76,4","94,5","99,3","156,4","94,3","115,1","101,7",HTP,HTP,"CH,Colmar"
562,GRESSWILLER,"24,3","43,8","43,5","66,9","84,9","105,5","160,4","77,9","98,7","105,6",HTP,HTP,"CH,Colmar"
516,GRIES,24,"11,7","70,1","93,4","111,5",130,"156,5",74,"94,7","101,6","CH,Haguenau",HTP,HTP
255,GRIESBACH-AU-VAL,"62,1","81,7","15,7","46,5","58,4","75,2","169,6","124,7","145,5","113,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
176,GRIESHEIM-PRES-MOLSHEIM,"22,4","41,9","39,9","63,2","81,2","109,2",163,"80,5","101,4",108,HTP,HTP,"CH,Colmar"
700,GRIESHEIM-SUR-SOUFFEL,"8,4","24,6","57,2","80,5","98,6","126,5","154,6","72,2",93,"99,9",HTP,HTP,"CH,Haguenau"
580,GRUSSENHEIM,"49,6","69,1","19,4","41,4","59,4","103,8","171,7","112,2",133,"116,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
689,GUEBERSCHWIHR,"59,3","78,8","13,4","29,7","41,6","94,8","178,6","121,9","142,6","123,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
358,GUEBWILLER,"68,4",88,"23,2","22,4","34,9","91,6","186,6",131,"151,8","130,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
124,GUEMAR,"38,1","57,7","14,6","37,9","55,9","95,1","160,2","100,7","121,6","105,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
859,GUEVENATTEN,"86,9","106,5","41,8",27,"22,6","93,6","188,6","149,5","169,9","132,5","CH,Belfort","CH,Belfort","CH,Mulhouse"
536,GUEWENHEIM,"80,5",100,"35,3","20,5","23,3","84,9","179,9","143,1","161,1","123,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
52,GUMBRECHTSHOFFEN,"35,1","18,8","81,3","104,5","122,5","130,4","156,8","74,4","95,2","102,1","CH,Haguenau",HTP,HTP
389,GUNDERSHOFFEN,"33,5","17,2","79,5","102,9","120,9","131,9","158,4","74,5","96,6","103,5","CH,Haguenau",HTP,HTP
518,GUNDOLSHEIM,"63,1","82,6","18,2","25,4","37,4",94,"183,5","125,7","146,4","128,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
53,GUNGWILLER,"50,1","45,5","90,4","113,5","131,6","110,9","135,6","34,5","55,2","82,5","CH,Forbach","CH,Forbach","CH,Haguenau"
164,GUNSBACH,62,"81,5","15,5","46,3","58,3",75,"169,5","124,6","145,5","113,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
467,GUNSTETT,"36,4","18,4","82,4","105,8","123,8","134,8","161,3","78,8","99,6","106,4","CH,Haguenau",HTP,HTP
215,HABSHEIM,"68,4",88,"29,8","11,3","34,1","96,9","190,4",131,"151,8","135,7","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
346,HAEGEN,"33,9","33,4","66,7",90,108,"110,4","136,9",56,"76,7",82,"CH,Haguenau",HTP,HTP
497,HAGENBACH,"84,2","103,8","42,4","24,3","27,5","94,3","189,3","146,9","167,6","133,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
123,HAGENTHAL-LE-BAS,"89,9","109,5","51,4","35,3","56,1","118,9",212,"152,5","173,5","157,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
72,HAGENTHAL-LE-HAUT,"91,7","111,2","53,3",37,"57,8","120,7","213,7","154,3",175,"158,9","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
213,HAGUENAU,"23,7","4,5","69,8","93,1","111,2","122,1","148,5","66,2","86,9","93,8","CH,Haguenau",HTP,HTP
737,HANDSCHUHEIM,"11,4","32,1","52,2","75,6","93,6","121,5","151,9","69,6","90,3","97,2",HTP,HTP,"CH,Haguenau"
206,HANGENBIETEN,"14,6","35,4","47,7",71,"89,1",117,160,"77,7","98,4","105,3",HTP,HTP,"CH,Haguenau"
694,HARSKIRCHEN,"54,6",50,"94,7",118,"136,1","115,8","140,1",39,"59,7",83,"CH,Forbach","CH,Forbach","CH,Haguenau"
325,HARTMANNSWILLER,"70,3","89,8",25,"21,6",31,"87,6","182,6","132,9","153,6","126,5","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
695,HATTEN,40,"28,1","86,1","105,5","123,6","144,9","171,3","88,9","109,7","116,6","CH,Haguenau",HTP,HTP
347,HATTMATT,"33,6",29,"71,5","94,8","112,8","107,6","134,1","51,6","72,4","79,2","CH,Haguenau",HTP,HTP
431,HATTSTATT,"58,2","77,8","12,4","29,4","41,4","93,8","177,7","120,9","141,6","122,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
776,HAUSGAUEN,"91,2","110,7","52,6",24,"41,1","106,7","201,6","153,8","174,5","145,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
244,HECKEN,"82,6","102,1","37,4","22,6","19,1","89,3","184,2","145,2","165,5","128,2","CH,Belfort","CH,Belfort","CH,Mulhouse"
563,HEGENEY,"33,3","15,3","79,3","102,7","120,7","131,7","158,2","75,7","96,4","103,3","CH,Haguenau",HTP,HTP
364,HEGENHEIM,"81,5","101,1",43,"26,8","47,7","110,5","203,6","144,1","164,9","148,8","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
522,HEIDOLSHEIM,"41,1","60,7","27,4","49,5","67,5","98,1","163,2","103,8","124,5","108,3","CH,Colmar","CH,Colmar",HTP
34,HEIDWILLER,"83,7","103,2","45,3","16,3","31,1","97,4","192,3","146,3",167,"136,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
574,HEILIGENBERG,"29,2","48,7","48,4","71,7","89,7","102,9","160,1","81,2","101,9","105,3",HTP,HTP,"CH,Colmar"
221,HEILIGENSTEIN,"26,3","45,8",34,"57,3","75,4","103,3","168,2","88,9","109,7","113,5",HTP,HTP,"CH,Colmar"
781,HEIMERSDORF,"93,2","112,7","54,6","25,8","41,1","107,4","202,3","155,8","176,5","146,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
581,HEIMSBRUNN,"76,9","96,4","37,7","14,5","23,3","89,6","184,6","139,5","160,2","128,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
693,HEITEREN,"61,2","80,7","22,9","37,1",56,108,"183,2","123,8","144,5","128,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
684,HEIWILLER,89,"108,5","50,4","19,3","39,1","104,7","199,6","151,6","172,4","143,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
839,HELFRANTZKIRCH,"81,1","100,7","42,6","21,2","47,3","110,1","203,2","143,7","164,5","148,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
177,HENGWILLER,"31,3","37,7","64,1","87,4","105,4","116,2","142,7","60,3","81,2","87,8",HTP,HTP,"CH,Haguenau"
482,HERBITZHEIM,"58,5","53,9","98,7",122,140,"119,7","131,1","29,8","50,6","86,7","CH,Forbach","CH,Forbach","CH,Metz,,Mercy,"
171,HERBSHEIM,29,"48,6","37,3","60,7","78,7","106,6","171,7","96,2","117,1","116,7",HTP,HTP,"CH,Colmar"
724,HERRLISHEIM,"21,7","20,2","67,8","89,6","107,6","129,4","155,8","73,4","94,1",101,"CH,Haguenau",HTP,HTP
530,HERRLISHEIM-PRES-COLMAR,"55,8","75,4","10,7","29,5","43,5","92,1",176,"118,4","139,2","121,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
423,HESINGUE,"79,5",99,"40,9","24,8","45,6","108,5","201,5","142,1","162,8","146,7","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
817,HESSENHEIM,44,"63,6","30,3","53,4","71,4",101,"166,1","106,6","127,4","111,2","CH,Colmar","CH,Colmar",HTP
453,HETTENSCHLAG,"55,1","74,6","16,7","32,7","50,7","101,8","177,1","117,7","138,4","122,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
734,HILSENHEIM,39,"58,6","35,9","59,3","77,3","105,2","170,2","101,6","122,4","115,4","CH,Colmar","CH,Colmar",HTP
490,HINDISHEIM,"17,4","36,9","42,1","65,4","83,4","111,4",167,"84,5","105,3","112,2",HTP,HTP,"CH,Haguenau"
799,HINDLINGEN,"99,9","119,4","58,1","36,7","34,3","105,8","200,7","162,5",182,"144,7","CH,Belfort","CH,Belfort","CH,Mulhouse"
353,HINSBOURG,54,"49,4","98,4","121,7","139,8",123,"149,5","52,5","73,2","94,6","CH,Haguenau","CH,Forbach","CH,Forbach"
676,HINSINGEN,"61,8","57,2","101,9","125,3","143,3",123,"135,3","34,1","54,9","81,8","CH,Forbach","CH,Forbach","CH,Metz,,Mercy,"
277,HIPSHEIM,"15,3","34,8","43,3","66,7","84,7","112,6","164,9","82,5","103,2","110,1",HTP,HTP,"CH,Haguenau"
242,HIRSCHLAND,"52,8","48,2","92,9","116,2","134,3","102,1","128,4","42,3","63,1","73,7","CH,Forbach","CH,Forbach","CH,Haguenau"
566,HIRSINGUE,"91,5",111,"52,9","24,1","39,4","105,7","200,7","154,1","174,8","144,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
720,HIRTZBACH,"90,5",110,"51,7","23,1","37,3","103,6","198,5","153,1","173,8","142,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
755,HIRTZFELDEN,"60,2","79,8","21,6","22,9","40,9","103,8","182,2","122,8","143,6","127,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
194,HOCHFELDEN,"22,1","17,5","68,2","91,5","109,5","113,8","140,2","57,8","78,6","85,5","CH,Haguenau",HTP,HTP
280,HOCHSTATT,"75,6","95,1",37,"11,1","28,5","90,9","185,9","138,2","158,9","129,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
820,HOCHSTETT,"19,9","10,8",66,"89,3","107,3","118,3","144,8","62,3","83,1","89,9","CH,Haguenau",HTP,HTP
450,HOENHEIM,"9,3","21,7","55,3","78,7","96,7","124,6","151,8","69,3","90,1","96,9",HTP,HTP,"CH,Haguenau"
668,HOERDT,"14,8","18,8","60,8","84,2","102,2","122,4","148,8","66,4","87,2","94,1",HTP,HTP,"CH,Haguenau"
567,HOFFEN,41,"22,5",87,"110,4","128,4","139,4","165,9","83,4","104,1",111,"CH,Haguenau",HTP,HTP
78,HOHENGOEFT,"24,3","31,7","57,2","80,4","98,4","115,2","141,6","59,2",80,"86,8",HTP,HTP,"CH,Haguenau"
664,HOHFRANKENHEIM,"21,9","20,6","69,8","93,1","111,2",118,"144,4",62,"82,8","89,7","CH,Haguenau",HTP,HTP
367,HOHROD,"67,2","86,7","20,7","51,5","63,5",71,"165,5","129,8","146,7","109,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
681,HOLTZHEIM,"11,8","32,5","45,3","68,7","86,7","114,6","160,1","77,7","98,5","105,4",HTP,HTP,"CH,Haguenau"
741,HOMBOURG,"71,3","90,9","32,8","18,6","36,6","99,5","193,3",134,"154,7","138,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
205,HORBOURG-WIHR,"49,7","69,2",8,32,50,"94,2","171,6","112,3",133,"116,9","CH,Colmar","CH,Colmar","CH,Mulhouse"
802,HOUSSEN,"45,2","64,8","10,2","34,8","52,9",92,"167,2","107,9","128,6","112,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
141,HUNAWIHR,"45,7","65,2","17,7","43,8","61,8","93,3","158,3","108,3","129,2","103,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
702,HUNDSBACH,"90,1","109,6","51,5","23,2","42,1","107,7","202,6","152,7","173,4","146,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
394,HUNINGUE,"80,7","100,3","42,1",26,"46,9","109,7","202,8","143,3","164,1",148,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
805,HUNSPACH,"45,3","26,9","91,4","114,7","132,7","143,7","170,1","87,7","108,5","115,4","CH,Haguenau",HTP,HTP
871,HURTIGHEIM,"11,5","32,3","54,6",78,96,"123,9","154,4",72,"92,7","99,6",HTP,HTP,"CH,Haguenau"
172,HUSSEREN-LES-CHATEAUX,"58,7","78,3","12,1","32,7","44,7","93,5","177,3","121,4","142,3","122,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
442,HUSSEREN-WESSERLING,93,"112,5","47,7","34,9","42,2","62,9","157,9","155,6","139,1","101,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
537,HUTTENDORF,"24,4","15,3","70,5","93,8","111,8","116,6","143,1","60,6","81,3","88,2","CH,Haguenau",HTP,HTP
840,HUTTENHEIM,"27,3","46,8","32,1","55,4","73,5","101,4","166,4","94,5","115,2","111,6",HTP,HTP,"CH,Colmar"
32,ICHTRATZHEIM,"14,2","33,7","42,6","65,8","83,8","111,7","163,8","81,4","102,1",109,HTP,HTP,"CH,Haguenau"
404,ILLFURTH,"79,6","99,2","41,1","12,7","30,4",95,190,"142,3",163,"133,9","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
834,ILLHAEUSERN,"41,1","60,6","17,5","40,9","58,9","98,1","163,1","103,7","124,4","108,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
760,ILLKIRCH-GRAFFENSTADEN,"10,9","30,5","46,4","69,7","87,7","115,7","160,5","78,1","98,8","105,7",HTP,HTP,"CH,Haguenau"
701,ILLTAL,97,"116,6","58,5","29,7",45,"111,3","206,2","159,7","180,4","150,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
293,ILLZACH,"68,5",88,"29,9","9,5",28,"90,8","185,8","131,1","151,8","129,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
881,INGENHEIM,"25,7","24,1","70,8","94,1","112,1","115,8","142,3","59,9","80,6","87,5","CH,Haguenau",HTP,HTP
67,INGERSHEIM,"49,8","69,3","5,3","36,3","49,3","87,6",167,"112,4","133,2","112,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
21,INGOLSHEIM,45,"26,6","91,3","114,4","132,4","143,4","169,8","87,4","108,2","115,1","CH,Haguenau",HTP,HTP
288,INGWILLER,37,31,83,"106,4","124,4","122,1","148,6","63,8","84,5","93,7","CH,Haguenau",HTP,HTP
4,INNENHEIM,"15,8","35,4","37,5","60,6","78,7","106,6","165,4",83,"103,8","110,7",HTP,HTP,"CH,Haguenau"
690,ISSENHAUSEN,"26,1","21,5","72,2","95,5","113,5","117,1","143,5","61,1","81,9","88,8","CH,Haguenau",HTP,HTP
217,ISSENHEIM,"65,2","84,7","19,9","20,3","32,3","88,9","183,8","127,8","148,5","127,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
140,ITTENHEIM,"9,8","30,5","52,7","76,1","94,1",122,"152,5","70,1",91,"97,6",HTP,HTP,"CH,Haguenau"
785,ITTERSWILLER,"28,9","48,4","33,9","57,3","75,3","97,8","162,7","91,5","112,2",108,HTP,HTP,"CH,Colmar"
190,JEBSHEIM,"51,5",71,"16,5","38,5","56,5","100,9","173,5","114,1","134,9","118,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
195,JETTERSWILLER,"25,7","35,4","58,5","81,8","99,8",114,"140,4",58,"78,8","85,7",HTP,HTP,"CH,Haguenau"
245,JETTINGEN,"86,1","105,6","47,5",26,"45,3","110,9","205,8","148,7","169,4","149,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
418,JUNGHOLTZ,"71,6","91,2","26,4","24,6","35,1","91,7","186,7","134,2",155,"130,6","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
483,KALTENHOUSE,"28,4","9,8","74,5","97,8","115,9","127,4","153,9","71,4","92,1",99,"CH,Haguenau",HTP,HTP
211,KAPPELEN,"78,6","98,1",40,"18,8","44,7","107,6","200,6","141,2","161,9","145,8","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
533,KATZENTHAL,"51,8","71,3","7,8","38,4","52,1","87,5","166,6","114,4","135,2","111,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
709,KAUFFENHEIM,"33,3","29,5","79,3","97,4","115,4","140,9","167,3","84,9","105,6","112,5","CH,Haguenau",HTP,HTP
226,KAYSERSBERG VIGNOBLE,"53,6","73,2","11,6","42,1","55,9","81,8","160,8","116,2",137,"106,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
180,KEFFENACH,"44,2","25,8","90,3","113,6","131,6","142,6","169,1","86,6","107,5","114,2","CH,Haguenau",HTP,HTP
228,KEMBS,"74,5",94,"35,9","19,8","40,6","103,5","196,5","137,1","157,8","141,7","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
170,KERTZFELD,"27,2","46,7","34,1","57,4","75,4","103,4","168,4","94,3","115,3","113,5",HTP,HTP,"CH,Colmar"
57,KESKASTEL,54,"49,5","94,4","117,5","135,6","115,2","131,4","30,2",51,"86,9","CH,Forbach","CH,Forbach","CH,Haguenau"
268,KESSELDORF,"35,3","31,8","81,3","97,4","115,4","142,9","169,3","86,9","107,7","114,6","CH,Haguenau",HTP,HTP
707,KIENHEIM,"17,4","26,3","64,9","88,3","106,3","123,4","149,8","67,4","88,1",95,HTP,HTP,"CH,Haguenau"
201,KIFFIS,"110,6","130,1",72,"52,2","56,6","121,8","216,7","173,2","193,9","160,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
378,KILSTETT,"18,8","24,1","64,9","88,2","106,2","127,7","154,2","71,7","92,5","99,3",HTP,HTP,"CH,Haguenau"
80,KINDWILLER,35,"22,1","81,3","104,4","122,5","126,2","152,6","70,2","90,9","97,8","CH,Haguenau",HTP,HTP
548,KINGERSHEIM,"68,5",88,"29,9","10,8","28,3","91,1","186,1","131,1","151,8",130,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
90,KINTZHEIM,"34,9","54,4","22,2","45,3","63,3","88,5","153,5","97,5","118,2","98,7","CH,Colmar","CH,Colmar",HTP
